iter	RMSE
742	1413690.949
743	1413347.72
744	1412930.899
745	1412603.905
746	1412277.093
747	1411910.467
748	1411590.228
749	1411150.717
750	1410978.458
751	1410545.949
752	1410275.44
753	1410051.424
754	1409887.467
755	1409469.91
756	1409142.514
757	1408830.469
758	1408533.61
759	1408054.647
760	1407768.041
761	1407347.525
762	1407118.761
763	1406787.755
764	1406510.799
765	1406215.681
766	1405861.443
767	1405402.507
768	1405106.476
769	1404689.972
770	1404468.711
771	1404113.824
772	1403843.296
773	1403411.454
774	1403142.993
775	1402855.972
776	1402481.186
777	1402102.586
778	1401822.45
779	1401583.777
780	1401383.886
781	1400987.668
782	1400661.268
783	1400243.345
784	1399850.56
785	1399378.442
786	1399004.354
787	1398736.3
788	1398468.657
789	1398148.633
790	1397861.31
791	1397513.593
792	1396995.917
793	1396622.524
794	1396461.086
795	1396211.082
796	1395811.43
797	1395479.49
798	1395155.098
799	1394960.962
800	1394628.906
801	1394300.601
802	1393797.499
803	1393568.967
804	1393115.486
805	1392805.231
806	1392573.994
807	1392289.299
808	1392025.685
809	1391800.309
810	1391371.922
811	1391183.986
812	1390877.911
813	1389998.547
814	1389685.314
815	1389430.22
816	1389109.477
817	1388794.775
818	1388525.326
819	1388267.66
820	1387815.908
821	1387509.714
822	1387107.208
823	1386871.232
824	1386609.525
825	1386053.066
826	1385614.551
827	1385249.283
828	1384938.613
829	1384464.461
830	1384153.263
831	1383769.245
832	1383358.825
833	1383051.036
834	1382792.736
835	1382481.747
836	1382041.544
837	1381627.295
838	1381196.26
839	1380924.952
840	1380641.08
841	1380401.458
842	1380222.644
843	1379877.335
844	1379442.921
845	1379263.962
846	1378974.697
847	1378668.019
848	1378336.37
849	1377699.989
850	1377363.297
851	1376856.513
852	1376644.83
853	1376358.073
854	1376003.664
855	1375579.374
856	1375199.472
857	1374812.087
858	1374571.095
859	1374349.132
860	1374143.176
861	1373762.064
862	1373534.894
863	1373211.404
864	1373004.731
865	1372670.514
866	1372442.865
867	1372039.611
868	1371795.496
869	1371582.345
870	1371278.031
871	1371065.806
872	1370813.097
873	1370561.588
874	1370316.683
875	1370081.65
876	1369823.89
877	1369517.61
878	1369183.853
879	1368723.995
880	1368291.408
881	1368120.951
882	1367830.948
883	1367562.417
884	1367245.64
885	1366871.358
886	1366499.765
887	1366037.874
888	1365761.16
889	1365417.036
890	1365178.163
891	1364880.779
892	1364475.653
893	1364159.005
894	1363751.786
895	1363308.911
896	1363070.749
897	1362701.971
898	1362231.166
899	1362026.365
900	1361813.239
901	1361568.77
902	1361162.892
903	1360925.131
904	1360615.622
905	1360335.131
906	1360078.754
907	1359803.792
908	1359575.771
909	1359263.934
910	1358949.204
911	1358560.371
912	1358278.08
913	1357921.637
914	1357679.808
915	1357422.811
916	1357141.561
917	1356799.302
918	1356431.545
919	1356244.733
920	1355993.652
921	1355654.189
922	1355364.06
923	1355087.256
924	1354678.005
925	1354275.556
926	1354024.274
927	1353632.152
928	1353382.314
929	1353146.822
930	1352930.437
931	1352500.984
932	1352290.926
933	1351957.63
934	1351686.879
935	1351298.285
936	1351023.606
937	1350738.585
938	1350508.305
939	1350026.398
940	1349844.266
941	1349553.213
942	1349180.944
943	1348849.492
944	1348555.507
945	1348324.437
946	1347934.678
947	1347646.732
948	1347418.132
949	1347215.285
950	1346984.289
951	1346775.844
952	1346565.128
953	1346306.851
954	1345860.509
955	1345437.472
956	1345203.294
957	1344879.267
958	1344612.33
959	1344292.183
960	1344008.475
961	1343692.933
962	1343346.553
963	1343028.6
964	1342765.723
965	1342392.271
966	1341936.619
967	1341591.068
968	1341358.982
969	1341005.853
970	1340799.695
971	1340543.896
972	1340312.628
973	1340085.453
974	1339749.791
975	1339396.562
976	1338877.225
977	1338653.305
978	1338393.35
979	1338264.838
980	1337978.037
981	1337641.236
982	1337422.621
983	1337160.168
984	1336744.566
985	1336490.769
986	1336131.203
987	1335731.938
988	1335409.311
989	1335048.269
990	1334856.215
991	1334634.558
992	1334350.837
993	1333813.662
994	1333629.341
995	1333223.649
996	1332908.528
997	1332593.362
998	1331910.681
999	1331550.53
